"PREF IBKR","CMON","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","TIME TO DIV","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020","52W_HIGH_CHG","5Y_HIGH_CHG","52W_LOW_CHG","5Y_LOW_CHG","5Y_CHG","5Y CHG SKOR","52W_CHG","52W CHG SKOR","TOTAL_HIGH_SCORE","3M_PERF","6M_PERF","RECENT_TOTAL","MKTCAP_NORM","CRDT_NORM","SOLIDITY_SCORE","H2020_SKOR","H2020_NORM","L2020_SKOR","L2020_NORM","COM_6M_NORM","COM_3M_NORM","MKTCAP_RANGE"
"COF PRL","COF","","10","11/13/2024","","","0.270000","4.38%","20.060000","13.840000","16.700000","2.860000","-3.360000","16.950000","17.810000","-1.460000","-6.240000","15.420000","20.160000","13.570000","20.160000","81.000000","16.670000","197.420000","128.220000","210.670000","182.640000","209.820000","57.300000","210.670000","75.640000","10.000000","101.950000","45.010000","2.445375","-0.062895","0.539697","-0.062895","0.080924","-0.059098","0.936439","3.386136","90.000000","84.339488","53.175792","84.339488","3.075416","-0.892040","111.999122","169.101616","83.893260","6.684682","85.263241","93.906770","75.356024","50.908637","48.075988","53.429657","-0.062895","-0.062895","0.539697","2.445375","2.445375","38.258424","0.539697","48.573235","84.339488","-0.059098","0.080924","0.021826","81.102400","30.700000","73.192521","47.333191","60.806897","42.659504","57.149971","78.271698","57.006314","<1B USD"
"COF PRN","COF","","10","11/13/2024","","","0.270000","4.25%","19.940000","13.680000","16.540000","2.860000","-3.400000","16.600000","17.330000","-0.370000","-4.550000","15.150000","19.810000","13.260000","19.810000","81.000000","16.510000","197.420000","128.220000","210.670000","182.640000","209.820000","57.300000","210.670000","75.640000","10.000000","101.950000","45.010000","2.445375","-0.062895","0.539697","-0.062895","0.080924","-0.059098","0.936439","3.386136","90.000000","84.339488","53.175792","84.339488","3.075416","-0.892040","111.999122","169.101616","83.893260","6.684682","85.263241","93.906770","75.356024","50.908637","48.075988","53.429657","-0.062895","-0.062895","0.539697","2.445375","2.445375","38.258424","0.539697","48.573235","84.339488","-0.059098","0.080924","0.021826","81.102400","30.700000","73.192521","47.333191","60.806897","42.659504","57.149971","78.271698","57.006314","<1B USD"
"CUBB","CUBI","BB","NR","12/13/2024","","","0.340000","5.38%","23.560000","18.750000","20.360000","1.610000","-3.200000","19.810000","19.920000","2.750000","2.200000","18.300000","21.850000","16.500000","22.000000","21.000000","20.100000","53.990000","40.750000","68.490000","55.280000","56.160000","6.870000","76.130000","1.710000","","19.790000","10.180000","6.858806","-0.290818","0.324908","-0.211710","-0.023336","-0.038640","1.728146","4.303536","90.000000","63.826350","35.992638","70.946124","0.367416","-0.367844","168.010706","209.699717","100.000000","88.115948","74.881553","35.763328","56.673238","54.584282","71.619036","66.017027","-0.211710","-0.290818","0.324908","6.858806","6.858806","90.000000","0.324908","32.157214","67.386237","-0.038640","-0.023336","-0.061975","41.775000","","","31.174537","40.389957","30.219981","40.776624","61.799307","60.225404","<1B USD"
"DCOMP","DCOM","","8","11/5/2024","2/15/2025","","0.340000","5.50%","22.380000","14.510000","18.880000","4.370000","-3.500000","19.310000","18.990000","-2.210000","-0.560000","17.510000","21.440000","13.300000","21.440000","73.000000","18.820000","26.770000","17.490000","37.600000","35.000000","31.450000","15.570000","38.350000","1.170000","8.000000","","","0.719332","-0.301956","0.530589","-0.288032","-0.235143","-0.148808","","","67.546564","62.823990","52.447113","64.077128","-6.417452","-3.190590","","","65.137516","86.642969","84.908838","22.550796","23.148278","34.791282","","","-0.288032","-0.301956","0.530589","0.719332","0.719332","18.022878","0.530589","47.877087","63.450559","-0.148808","-0.235143","-0.383950","40.425000","10.900000","44.594985","0.000000","1.000000","0.000000","1.000000","20.527875","42.890908","<1B USD"
"DLR PRJ","DLR","","10.5","12/13/2024","","","0.330000","5.25%","25.380000","19.550000","21.370000","1.820000","-4.010000","21.310000","22.230000","0.300000","-3.860000","20.020000","24.630000","19.060000","24.630000","21.000000","21.120000","170.800000","129.950000","198.000000","187.370000","169.610000","85.760000","198.000000","57.520000","10.500000","126.080000","121.200000","0.991604","-0.137374","0.314352","-0.137374","-0.088435","0.007016","0.354695","0.409241","89.328358","77.636364","35.148134","77.636364","-1.323432","0.801955","70.841926","37.363756","69.993414","95.520724","74.221171","42.916181","45.007889","62.786872","30.776605","12.584567","-0.137374","-0.137374","0.314352","0.991604","0.991604","21.214908","0.314352","31.350413","77.636364","0.007016","-0.088435","-0.081419","78.203200","35.650000","70.236521","50.604766","64.940630","58.140206","77.526227","51.514107","67.409143","<1B USD"
"DLR PRK","DLR","","10.5","12/13/2024","","","0.370000","5.88%","26.400000","22.000000","23.220000","1.220000","-3.180000","23.540000","24.170000","-1.350000","-3.920000","22.100000","25.610000","21.400000","25.610000","21.000000","22.940000","170.800000","129.950000","198.000000","187.370000","169.610000","85.760000","198.000000","57.520000","10.500000","126.080000","121.200000","0.991604","-0.137374","0.314352","-0.137374","-0.088435","0.007016","0.354695","0.409241","89.328358","77.636364","35.148134","77.636364","-1.323432","0.801955","70.841926","37.363756","69.993414","95.520724","74.221171","42.916181","45.007889","62.786872","30.776605","12.584567","-0.137374","-0.137374","0.314352","0.991604","0.991604","21.214908","0.314352","31.350413","77.636364","0.007016","-0.088435","-0.081419","78.203200","35.650000","70.236521","50.604766","64.940630","58.140206","77.526227","51.514107","67.409143","<1B USD"
"DLR PRL","DLR","","10.5","12/13/2024","","","0.330000","5.20%","25.370000","19.320000","20.560000","1.240000","-4.810000","20.780000","21.890000","-1.050000","-6.070000","19.610000","24.450000","19.010000","24.450000","21.000000","20.310000","170.800000","129.950000","198.000000","187.370000","169.610000","85.760000","198.000000","57.520000","10.500000","126.080000","121.200000","0.991604","-0.137374","0.314352","-0.137374","-0.088435","0.007016","0.354695","0.409241","89.328358","77.636364","35.148134","77.636364","-1.323432","0.801955","70.841926","37.363756","69.993414","95.520724","74.221171","42.916181","45.007889","62.786872","30.776605","12.584567","-0.137374","-0.137374","0.314352","0.991604","0.991604","21.214908","0.314352","31.350413","77.636364","0.007016","-0.088435","-0.081419","78.203200","35.650000","70.236521","50.604766","64.940630","58.140206","77.526227","51.514107","67.409143","<1B USD"
"DTB","DTE","BB","11.5","12/27/2024","","","0.270000","4.38%","22.290000","17.300000","17.390000","0.090000","-4.900000","18.140000","19.360000","-4.110000","-10.160000","16.980000","21.900000","16.980000","22.860000","35.000000","17.230000","138.570000","108.400000","140.390000","123.980000","130.380000","85.780000","140.390000","28.760000","11.500000","113.550000","70.620000","0.615412","-0.012964","0.278321","-0.012964","0.117680","0.062816","0.220343","0.962192","59.232921","88.833250","32.265683","88.833250","4.030100","2.231680","61.336799","61.833743","62.801937","6.414499","71.806500","84.878901","81.942496","72.812058","26.781367","20.171443","-0.012964","-0.012964","0.278321","0.615412","0.615412","16.804548","0.278321","28.596647","88.833250","0.062816","0.117680","0.180497","67.973000","45.550000","74.388024","48.959422","62.861688","48.991276","65.484077","84.078913","76.189094","<1B USD"
"DTG","DTE","BB","11.5","11/15/2024","","","0.270000","4.38%","20.890000","17.320000","17.330000","0.010000","-3.560000","18.130000","19.430000","-4.390000","-10.800000","16.880000","22.050000","16.880000","22.250000","83.000000","17.310000","138.570000","108.400000","140.390000","123.980000","130.380000","85.780000","140.390000","28.760000","11.500000","113.550000","70.620000","0.615412","-0.012964","0.278321","-0.012964","0.117680","0.062816","0.220343","0.962192","59.232921","88.833250","32.265683","88.833250","4.030100","2.231680","61.336799","61.833743","62.801937","6.414499","71.806500","84.878901","81.942496","72.812058","26.781367","20.171443","-0.012964","-0.012964","0.278321","0.615412","0.615412","16.804548","0.278321","28.596647","88.833250","0.062816","0.117680","0.180497","67.973000","45.550000","74.388024","48.959422","62.861688","48.991276","65.484077","84.078913","76.189094","<1B USD"
"DTW","DTE","BB","11.5","11/15/2024","12/1/2022","","0.330000","5.25%","25.420000","20.880000","21.360000","0.480000","-4.060000","22.010000","23.020000","-2.970000","-7.220000","20.550000","25.110000","20.420000","25.170000","83.000000","21.330000","138.570000","108.400000","140.390000","123.980000","130.380000","85.780000","140.390000","28.760000","11.500000","113.550000","70.620000","0.615412","-0.012964","0.278321","-0.012964","0.117680","0.062816","0.220343","0.962192","59.232921","88.833250","32.265683","88.833250","4.030100","2.231680","61.336799","61.833743","62.801937","6.414499","71.806500","84.878901","81.942496","72.812058","26.781367","20.171443","-0.012964","-0.012964","0.278321","0.615412","0.615412","16.804548","0.278321","28.596647","88.833250","0.062816","0.117680","0.180497","67.973000","45.550000","74.388024","48.959422","62.861688","48.991276","65.484077","84.078913","76.189094","<1B USD"
"DUK PRA","DUK","","11","11/15/2024","","","0.360000","5.75%","26.490000","22.910000","24.780000","1.870000","-1.710000","24.900000","25.000000","-0.460000","-0.860000","24.060000","25.660000","22.710000","25.730000","83.000000","24.750000","117.030000","99.210000","125.270000","114.860000","111.790000","77.580000","125.270000","90.930000","11.000000","96.230000","68.400000","0.508507","-0.065778","0.179619","-0.065778","0.018893","0.046874","0.216149","0.710965","50.680588","84.079987","24.369519","84.079987","1.464235","1.823191","61.040036","50.716080","59.972627","6.699874","63.413130","94.398729","64.240308","69.947748","26.656630","16.724431","-0.065778","-0.065778","0.179619","0.508507","0.508507","15.551240","0.179619","21.053004","84.079987","0.046874","0.018893","0.065766","83.548800","40.600000","76.017627","46.490593","59.742250","48.501635","64.839594","68.471103","73.680561","<1B USD"
"DUKB","DUK","BB","12","12/13/2024","","","0.350000","5.63%","26.080000","21.930000","24.920000","2.990000","-1.160000","24.510000","24.690000","1.660000","0.930000","23.300000","25.470000","21.800000","25.590000","21.000000","24.650000","117.030000","99.210000","125.270000","114.860000","111.790000","77.580000","125.270000","90.930000","11.000000","96.230000","68.400000","0.508507","-0.065778","0.179619","-0.065778","0.018893","0.046874","0.216149","0.710965","50.680588","84.079987","24.369519","84.079987","1.464235","1.823191","61.040036","50.716080","59.972627","6.699874","63.413130","94.398729","64.240308","69.947748","26.656630","16.724431","-0.065778","-0.065778","0.179619","0.508507","0.508507","15.551240","0.179619","21.053004","84.079987","0.046874","0.018893","0.065766","83.548800","40.600000","77.537979","46.490593","59.742250","48.501635","64.839594","68.471103","73.680561","<1B USD"
"ECF PRA","ECF","","16","12/16/2024","","","0.330000","5.25%","24.840000","21.830000","21.570000","-0.260000","-3.270000","22.050000","22.520000","-2.170000","-4.220000","20.210000","24.430000","20.210000","24.430000","24.000000","21.330000","9.740000","8.010000","10.140000","9.800000","10.020000","7.020000","17.340000","0.133340","16.000000","11.980000","7.840000","0.387464","-0.438293","0.215980","-0.039448","-0.006122","-0.027944","-0.186978","0.242347","40.997151","50.553633","27.278402","86.449704","0.814507","-0.093802","32.519619","29.978123","56.002908","68.611546","66.885020","89.791803","59.757762","56.505854","14.668797","10.294664","-0.039448","-0.438293","0.215980","0.387464","0.387464","14.132173","0.215980","23.832021","68.501669","-0.027944","-0.006122","-0.034067","35.666700","90.100000","60.700714","28.916414","37.536750","29.112935","39.319491","64.518895","61.908296","<1B USD"
"EFSCP","EFSC","","NR","11/27/2024","","","0.310000","5.00%","21.750000","15.400000","19.150000","3.750000","-2.600000","18.960000","19.630000","0.980000","-2.440000","17.200000","22.220000","13.680000","22.220000","5.000000","18.860000","54.560000","37.280000","63.130000","59.770000","60.840000","","","2.020000","","","","","","0.463519","-0.135752","-0.087167","-0.103222","","","10.000000","10.000000","47.081545","77.782354","-1.290519","-2.022575","","","","","82.108744","43.163296","45.234959","42.981362","","","-0.135752","","0.463519","","","","0.463519","42.751063","43.891177","-0.103222","-0.087167","-0.190389","42.550000","","","0.000000","1.000000","0.000000","1.000000","51.714312","50.063692","<1B USD"
"ELC","ETR","BB","15","11/29/2024","","","0.300000","4.88%","25.300000","20.020000","20.500000","0.480000","-4.800000","20.930000","21.740000","-2.050000","-5.720000","19.930000","23.430000","19.860000","23.590000","7.000000","20.220000","83.010000","52.070000","88.390000","75.780000","87.320000","42.890000","88.390000","35.760000","15.000000","66.450000","39.990000","0.935416","-0.060867","0.594200","-0.060867","0.095408","-0.049359","0.249210","1.075769","84.833294","84.522005","57.536009","84.522005","3.451604","-0.642491","63.379043","66.859912","69.106515","6.673970","87.273177","93.558967","77.951391","52.658471","27.639772","21.729798","-0.060867","-0.060867","0.594200","0.935416","0.935416","20.556175","0.594200","52.738793","84.522005","-0.049359","0.095408","0.046049","70.948000","80.200000","80.793141","41.576137","53.532688","41.205571","55.236253","80.560002","58.538800","<1B USD"
"EMP","ETR","BB","14.5","12/27/2024","","","0.310000","4.90%","25.300000","20.070000","20.570000","0.500000","-4.730000","21.010000","21.970000","-2.110000","-6.380000","20.010000","23.610000","19.900000","24.230000","35.000000","20.380000","83.010000","52.070000","88.390000","75.780000","87.320000","42.890000","88.390000","35.760000","15.000000","66.450000","39.990000","0.935416","-0.060867","0.594200","-0.060867","0.095408","-0.049359","0.249210","1.075769","84.833294","84.522005","57.536009","84.522005","3.451604","-0.642491","63.379043","66.859912","69.106515","6.673970","87.273177","93.558967","77.951391","52.658471","27.639772","21.729798","-0.060867","-0.060867","0.594200","0.935416","0.935416","20.556175","0.594200","52.738793","84.522005","-0.049359","0.095408","0.046049","70.948000","80.200000","80.793141","41.576137","53.532688","41.205571","55.236253","80.560002","58.538800","<1B USD"
"ENJ","ETR","BB","14.5","11/29/2024","12/1/2017","","0.310000","5.00%","24.790000","19.490000","20.520000","1.030000","-4.270000","21.020000","21.800000","-2.390000","-5.870000","20.020000","24.590000","19.310000","24.590000","7.000000","20.230000","83.010000","52.070000","88.390000","75.780000","87.320000","42.890000","88.390000","35.760000","15.000000","66.450000","39.990000","0.935416","-0.060867","0.594200","-0.060867","0.095408","-0.049359","0.249210","1.075769","84.833294","84.522005","57.536009","84.522005","3.451604","-0.642491","63.379043","66.859912","69.106515","6.673970","87.273177","93.558967","77.951391","52.658471","27.639772","21.729798","-0.060867","-0.060867","0.594200","0.935416","0.935416","20.556175","0.594200","52.738793","84.522005","-0.049359","0.095408","0.046049","70.948000","80.200000","80.793141","41.576137","53.532688","41.205571","55.236253","80.560002","58.538800","<1B USD"
"ENO","ETR","BB","13","12/27/2024","","","0.340000","5.50%","25.400000","20.750000","22.270000","1.520000","-3.130000","22.210000","23.140000","0.290000","-3.740000","21.210000","25.320000","20.500000","25.320000","35.000000","22.060000","83.010000","52.070000","88.390000","75.780000","87.320000","42.890000","88.390000","35.760000","15.000000","66.450000","39.990000","0.935416","-0.060867","0.594200","-0.060867","0.095408","-0.049359","0.249210","1.075769","84.833294","84.522005","57.536009","84.522005","3.451604","-0.642491","63.379043","66.859912","69.106515","6.673970","87.273177","93.558967","77.951391","52.658471","27.639772","21.729798","-0.060867","-0.060867","0.594200","0.935416","0.935416","20.556175","0.594200","52.738793","84.522005","-0.049359","0.095408","0.046049","70.948000","80.200000","80.793141","41.576137","53.532688","41.205571","55.236253","80.560002","58.538800","<1B USD"
"EQH PRA","EQH","","10.5","11/29/2024","","","0.330000","5.25%","23.770000","17.790000","20.130000","2.340000","-3.640000","20.770000","21.790000","-3.100000","-7.640000","18.410000","23.890000","17.260000","23.890000","7.000000","19.830000","53.710000","36.460000","56.000000","46.800000","55.680000","17.330000","56.000000","16.320000","10.500000","26.050000","10.630000","2.099250","-0.040893","0.473121","-0.040893","0.147650","-0.035381","1.061804","4.052681","90.000000","86.319643","47.849698","86.319643","4.808508","-0.284345","120.868424","198.598510","81.525109","6.567307","82.531952","90.051533","87.312823","55.169774","51.803974","62.575117","-0.040893","-0.040893","0.473121","2.099250","2.099250","34.200568","0.473121","43.484922","86.319643","-0.035381","0.147650","0.112269","62.686000","35.650000","67.831790","32.847897","42.504296","30.427367","41.049593","88.813866","60.738171","<1B USD"
"EQH PRC","EQH","","10.5","11/29/2024","","","0.270000","4.30%","21.080000","13.950000","16.500000","2.550000","-4.580000","17.410000","18.300000","-5.230000","-9.830000","15.830000","20.690000","13.350000","20.690000","7.000000","16.250000","53.710000","36.460000","56.000000","46.800000","55.680000","17.330000","56.000000","16.320000","10.500000","26.050000","10.630000","2.099250","-0.040893","0.473121","-0.040893","0.147650","-0.035381","1.061804","4.052681","90.000000","86.319643","47.849698","86.319643","4.808508","-0.284345","120.868424","198.598510","81.525109","6.567307","82.531952","90.051533","87.312823","55.169774","51.803974","62.575117","-0.040893","-0.040893","0.473121","2.099250","2.099250","34.200568","0.473121","43.484922","86.319643","-0.035381","0.147650","0.112269","62.686000","35.650000","67.831790","32.847897","42.504296","30.427367","41.049593","88.813866","60.738171","<1B USD"
"ETI PR","ETR","","10","12/30/2024","","","0.340000","5.38%","25.500000","21.750000","22.920000","1.170000","-2.580000","23.760000","23.750000","-3.550000","-3.500000","22.710000","25.230000","21.390000","25.430000","38.000000","22.720000","83.010000","52.070000","88.390000","75.780000","87.320000","42.890000","88.390000","35.760000","15.000000","66.450000","39.990000","0.935416","-0.060867","0.594200","-0.060867","0.095408","-0.049359","0.249210","1.075769","84.833294","84.522005","57.536009","84.522005","3.451604","-0.642491","63.379043","66.859912","69.106515","6.673970","87.273177","93.558967","77.951391","52.658471","27.639772","21.729798","-0.060867","-0.060867","0.594200","0.935416","0.935416","20.556175","0.594200","52.738793","84.522005","-0.049359","0.095408","0.046049","70.948000","80.200000","79.208962","41.576137","53.532688","41.205571","55.236253","80.560002","58.538800","<1B USD"
"F PRB","F","BB","9.5","11/12/2024","6/1/2024","","0.390000","6.20%","26.790000","20.830000","20.440000","-0.390000","-6.350000","22.120000","23.590000","-7.580000","-13.350000","19.900000","25.390000","19.900000","25.640000","80.000000","20.400000","10.740000","8.440000","14.850000","10.800000","9.340000","5.440000","25.870000","42.750000","9.500000","8.060000","4.330000","0.974265","-0.584847","0.272512","-0.276768","-0.005556","0.149893","0.332506","1.480370","87.941176","37.363742","31.800948","65.090909","0.829231","4.462772","69.272083","84.764879","69.725003","49.228857","71.391346","24.500808","59.859346","88.456398","30.116762","27.281201","-0.276768","-0.584847","0.272512","0.974265","0.974265","21.011622","0.272512","28.152660","51.227325","0.149893","-0.005556","0.144337","73.918750","25.750000","56.603665","27.701188","36.001277","27.354643","37.005164","64.608460","89.890238","<1B USD"
"F PRC","F","BB","9","11/12/2024","12/1/2024","","0.380000","6.00%","25.990000","20.490000","20.250000","-0.240000","-5.740000","21.560000","23.200000","-6.080000","-12.730000","19.200000","25.350000","19.200000","25.380000","80.000000","20.210000","10.740000","8.440000","14.850000","10.800000","9.340000","5.440000","25.870000","42.750000","9.500000","8.060000","4.330000","0.974265","-0.584847","0.272512","-0.276768","-0.005556","0.149893","0.332506","1.480370","87.941176","37.363742","31.800948","65.090909","0.829231","4.462772","69.272083","84.764879","69.725003","49.228857","71.391346","24.500808","59.859346","88.456398","30.116762","27.281201","-0.276768","-0.584847","0.272512","0.974265","0.974265","21.011622","0.272512","28.152660","51.227325","0.149893","-0.005556","0.144337","73.918750","25.750000","56.603665","27.701188","36.001277","27.354643","37.005164","64.608460","89.890238","<1B USD"
"FBRT PRE","FBRT","","NR","12/27/2024","","","0.470000","7.50%","21.680000","18.200000","20.420000","2.220000","-1.260000","20.800000","21.450000","-1.830000","-4.810000","19.050000","23.650000","18.030000","23.650000","35.000000","20.130000","11.430000","10.500000","14.120000","12.860000","13.210000","10.340000","17.740000","0.955980","","","","0.105416","-0.355693","0.088571","-0.190510","-0.111198","-0.134746","","","18.433269","57.987599","17.085714","72.854108","-1.914664","-2.830311","","","2.608005","79.535840","2.722307","34.821340","40.928915","37.317549","","","-0.190510","-0.355693","0.088571","0.105416","0.105416","10.825532","0.088571","14.094381","65.420853","-0.134746","-0.111198","-0.245944","39.779900","","","0.000000","1.000000","0.000000","1.000000","47.917724","45.103386","<1B USD"
"FCNCO","FCNCA","","9.5","11/27/2024","","","0.350000","5.63%","24.080000","19.400000","22.740000","3.340000","-1.340000","22.440000","22.940000","1.340000","-0.880000","20.570000","24.830000","18.910000","24.830000","5.000000","22.410000","1937.790000","1473.620000","2412.930000","2324.230000","2156.780000","310.270000","2412.930000","25.550000","9.500000","526.210000","282.900000","5.245496","-0.196914","0.314986","-0.196914","-0.166266","-0.101536","2.682541","5.849735","90.000000","72.277729","35.198898","72.277729","-3.344982","-1.979378","235.532243","278.124319","95.799203","88.591101","74.261428","33.845714","31.060992","43.284262","100.000000","87.231953","-0.196914","-0.196914","0.314986","5.245496","5.245496","71.086092","0.314986","31.398910","72.277729","-0.101536","-0.166266","-0.267801","66.608750","25.750000","61.484059","78.351932","100.000000","75.214480","100.000000","39.217293","50.328968","<1B USD"
"FCNCP","FCNCA","","9.5","11/27/2024","","","0.340000","5.38%","23.660000","18.850000","21.240000","2.390000","-2.420000","21.720000","22.360000","-2.220000","-5.030000","19.300000","24.420000","18.690000","24.420000","5.000000","20.920000","1937.790000","1473.620000","2412.930000","2324.230000","2156.780000","310.270000","2412.930000","25.550000","9.500000","526.210000","282.900000","5.245496","-0.196914","0.314986","-0.196914","-0.166266","-0.101536","2.682541","5.849735","90.000000","72.277729","35.198898","72.277729","-3.344982","-1.979378","235.532243","278.124319","95.799203","88.591101","74.261428","33.845714","31.060992","43.284262","100.000000","87.231953","-0.196914","-0.196914","0.314986","5.245496","5.245496","71.086092","0.314986","31.398910","72.277729","-0.101536","-0.166266","-0.267801","66.608750","25.750000","61.484059","78.351932","100.000000","75.214480","100.000000","39.217293","50.328968","<1B USD"
"FHN PRF","FHN","","8.5","12/20/2024","","","0.290000","4.70%","","","17.700000","","","17.770000","18.370000","-0.390000","-3.640000","16.410000","21.480000","13.130000","21.480000","28.000000","17.500000","20.310000","14.090000","22.440000","20.170000","22.120000","8.310000","24.920000","10.300000","8.500000","16.440000","7.720000","1.444043","-0.184992","0.441448","-0.094920","0.006941","-0.081826","0.235401","1.630829","90.000000","73.350722","45.315827","81.457219","1.153810","-1.474385","62.402122","91.423229","75.746806","89.978663","81.104193","99.210787","62.098657","46.825258","27.229148","29.345611","-0.094920","-0.184992","0.441448","1.444043","1.444043","26.519148","0.441448","41.064174","77.403971","-0.081826","0.006941","-0.074885","60.127500","15.850000","59.129393","30.230810","39.197529","29.054820","39.242998","66.582835","53.430135","<1B USD"
"FITBO","FITB","","10.5","12/26/2024","","","0.310000","4.95%","25.790000","17.930000","21.610000","3.680000","-4.180000","21.800000","21.830000","-0.890000","-1.010000","19.520000","24.150000","17.580000","24.150000","34.000000","21.420000","39.510000","32.250000","49.070000","47.120000","44.350000","17.210000","50.640000","26.370000","10.500000","29.400000","12.910000","1.295758","-0.219787","0.225116","-0.194824","-0.161503","-0.109132","0.343878","2.060418","90.000000","70.219194","28.009302","72.465865","-3.221263","-2.174011","70.076583","110.434031","74.082161","97.510303","67.678194","34.164169","31.914542","41.919499","30.454913","35.239876","-0.194824","-0.219787","0.225116","1.295758","1.295758","24.780704","0.225116","24.530291","71.342530","-0.109132","-0.161503","-0.270634","66.957250","35.650000","63.207190","33.699405","43.580203","31.452470","42.398870","39.969858","49.133724","<1B USD"
"FITBP","FITB","","NR","12/26/2024","","","0.380000","6.00%","25.600000","22.130000","24.500000","2.370000","-1.100000","24.540000","24.420000","-0.170000","0.320000","23.040000","25.900000","21.010000","25.900000","34.000000","24.260000","39.510000","32.250000","49.070000","47.120000","44.350000","17.210000","50.640000","26.370000","10.500000","29.400000","12.910000","1.295758","-0.219787","0.225116","-0.194824","-0.161503","-0.109132","0.343878","2.060418","90.000000","70.219194","28.009302","72.465865","-3.221263","-2.174011","70.076583","110.434031","74.082161","97.510303","67.678194","34.164169","31.914542","41.919499","30.454913","35.239876","-0.194824","-0.219787","0.225116","1.295758","1.295758","24.780704","0.225116","24.530291","71.342530","-0.109132","-0.161503","-0.270634","66.957250","35.650000","63.207190","33.699405","43.580203","31.452470","42.398870","39.969858","49.133724","<1B USD"
"FRT PRC","FRT","","12.5","1/2/2025","","","0.310000","5.00%","25.750000","19.640000","20.320000","0.680000","-5.430000","20.920000","21.450000","-2.880000","-5.280000","19.410000","23.270000","18.570000","23.900000","41.000000","20.150000","97.790000","80.650000","118.340000","114.400000","105.010000","67.010000","140.510000","8.490000","12.500000","","","0.459334","-0.304035","0.212523","-0.173652","-0.145192","-0.068755","","","46.746754","62.636823","27.001860","74.371303","-2.797628","-1.139476","","","58.478402","86.367925","66.577363","37.389470","34.837243","49.173627","","","-0.173652","-0.304035","0.212523","0.459334","0.459334","14.974753","0.212523","23.567825","68.504063","-0.068755","-0.145192","-0.213948","56.980000","55.450000","62.083906","0.000000","1.000000","0.000000","1.000000","42.546769","55.486811","<1B USD"
"FULTP","FULT","","11","12/2/2024","","","0.320000","5.13%","23.100000","15.090000","18.940000","3.850000","-4.160000","19.520000","19.310000","-2.970000","-1.900000","17.250000","21.220000","14.560000","21.220000","10.000000","18.660000","18.000000","14.320000","22.490000","21.240000","20.690000","8.890000","22.490000","3.270000","11.000000","16.820000","11.780000","1.024747","-0.199644","0.256983","-0.199644","-0.152542","-0.130014","0.070155","0.528014","90.000000","72.032014","30.558659","72.032014","-2.988535","-2.709069","50.711243","42.619855","70.494058","88.273350","70.241868","33.429797","33.520154","38.167692","22.315184","14.214211","-0.199644","-0.199644","0.256983","1.024747","1.024747","21.603458","0.256983","26.965833","72.032014","-0.130014","-0.152542","-0.282557","45.675000","40.600000","56.186696","30.339668","39.335075","30.949667","41.737064","41.385507","45.847932","<1B USD"
"GAB PRG","GAB","","16","12/16/2024","","","0.310000","5.00%","24.500000","21.000000","21.050000","0.050000","-3.450000","21.240000","21.860000","-0.880000","-3.700000","20.170000","24.200000","20.170000","24.200000","24.000000","20.820000","5.770000","4.500000","5.850000","5.620000","5.640000","4.370000","7.570000","1.770000","16.000000","6.170000","3.770000","0.320366","-0.237781","0.282222","-0.013675","0.026690","0.023050","-0.064830","0.530504","35.629291","68.599736","32.577778","88.769231","1.666772","1.212769","41.161374","42.730063","53.277679","95.130491","72.081001","85.014808","65.637634","65.667490","18.301139","14.248381","-0.013675","-0.237781","0.282222","0.320366","0.320366","13.345536","0.282222","28.894809","78.684483","0.023050","0.026690","0.049740","41.925000","90.100000","67.418233","27.093475","35.233413","27.062316","36.620392","69.703109","69.931958","<1B USD"
